3,0.2.1.21,Acidobacteria_Gp4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2.1.21.1,Acidobacteria_Gp4_order_incertae_sedis,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.1.21.1.1,Acidobacteria_Gp4_family_incertae_sedis,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.1.21.1.1.1,Gp4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.2.2,Actinobacteria,1,245724,544,18,34,3301,677,3923,257,39,938,94,1114,2092,2400,2162,106,30,1025,123,813,683,13540,649,1346,1371,246,1676,175,2156,608,329,1220,11219,1118,108,4176,1008,5293,215,169,1033,2951,127,2526,469,916,800,916,174,806,192,20,54,715,801,1247,1161,22,4,240,454,925,1305,583,526,220,23,84,99,83,225,139,688,252,1757,245,620,1744,31,60,563,290,366,38,992,341,1390,1573,1201,784,532,2667,1100,67,445,294,7900,276,3137,273,2343,482,119,1367,212,17953,3,2569,94,1701,102,1481,617,5290,11724,1622,964,3,122,215,1527,1328,2209,555,1013,2518,32,185,667,2732,7637,894,997,722,125,1167,659,859,1823,1419,87,1198,1195,384,1584,25,1741,510,512,102,418,2739,2415,2434,409,1932,4413,3364,911,1677,1250,346,983,731,360,1293,1377,9337,1238,2335,1168,1260,1484
3,0.2.2.1,Actinobacteria,4,245724,544,18,34,3301,677,3923,257,39,938,94,1114,2092,2400,2162,106,30,1025,123,813,683,13540,649,1346,1371,246,1676,175,2156,608,329,1220,11219,1118,108,4176,1008,5293,215,169,1033,2951,127,2526,469,916,800,916,174,806,192,20,54,715,801,1247,1161,22,4,240,454,925,1305,583,526,220,23,84,99,83,225,139,688,252,1757,245,620,1744,31,60,563,290,366,38,992,341,1390,1573,1201,784,532,2667,1100,67,445,294,7900,276,3137,273,2343,482,119,1367,212,17953,3,2569,94,1701,102,1481,617,5290,11724,1622,964,3,122,215,1527,1328,2209,555,1013,2518,32,185,667,2732,7637,894,997,722,125,1167,659,859,1823,1419,87,1198,1195,384,1584,25,1741,510,512,102,418,2739,2415,2434,409,1932,4413,3364,911,1677,1250,346,983,731,360,1293,1377,9337,1238,2335,1168,1260,1484
4,0.2.2.1.2,Actinomycetales,10,5746,37,11,1,59,19,16,3,0,12,19,14,7,13,43,24,20,10,21,227,14,48,21,14,14,15,10,4,10,108,19,0,1146,10,15,14,23,3,5,4,11,7,8,20,2,14,21,22,105,38,6,0,11,24,8,97,41,2,0,8,10,19,11,14,21,11,0,11,0,24,6,4,19,12,91,6,34,16,2,36,25,79,8,16,24,235,10,33,50,18,8,106,12,10,5,26,12,8,39,33,3,74,33,6,3,423,0,16,5,22,4,38,27,16,11,18,4,2,4,21,30,9,42,3,8,82,0,16,22,81,29,56,42,5,59,20,4,35,42,8,46,65,10,31,10,14,29,19,22,1,96,24,18,25,43,18,25,16,34,4,1,3,3,17,7,2,37,54,16,16,48,61,6
5,0.2.2.1.2.2,Actinomycetaceae,3,4496,27,4,0,55,6,16,2,0,6,13,6,7,13,17,11,6,9,16,194,4,43,18,13,14,12,8,2,9,89,12,0,1086,4,10,10,9,0,3,2,11,7,7,19,2,6,18,11,93,26,1,0,4,17,4,21,28,2,0,2,8,15,10,7,16,9,0,4,0,24,3,0,17,7,70,6,22,16,2,27,17,62,6,6,24,163,2,24,33,17,8,91,12,5,4,20,5,8,38,26,3,60,28,4,2,367,0,15,2,19,4,13,7,7,8,9,1,0,2,13,1,3,42,1,8,75,0,12,8,58,26,47,35,4,57,17,4,21,37,8,12,58,9,10,8,10,20,19,7,1,33,24,12,19,23,17,24,16,26,4,1,2,1,11,7,2,33,53,11,11,48,61,6
6,0.2.2.1.2.2.2,Actinomyces,0,4280,27,4,0,55,6,16,2,0,6,13,6,7,9,17,11,6,8,16,194,4,43,18,13,14,12,8,2,9,89,12,0,968,4,10,10,9,0,0,0,11,7,7,19,2,6,18,11,93,24,1,0,4,15,4,21,28,2,0,2,8,15,10,7,16,9,0,4,0,24,3,0,17,7,70,6,22,16,2,27,8,62,6,6,24,163,2,24,33,16,8,91,12,5,4,20,5,8,38,20,3,60,28,4,2,318,0,15,2,19,4,13,7,7,6,9,1,0,2,13,1,3,42,1,8,72,0,12,8,58,26,47,35,4,57,16,4,9,37,8,12,58,9,10,8,10,20,19,7,1,33,24,12,19,23,17,23,16,26,4,1,2,1,11,7,2,33,53,11,11,48,61,6
6,0.2.2.1.2.2.4,Mobiluncus,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.2.1.2.2.6,Varibaculum,0,209,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.2.1.2.10,Corynebacteriaceae,2,269,7,0,0,2,1,0,1,0,6,3,3,0,0,22,0,3,0,5,2,6,2,3,1,0,3,1,0,0,1,3,0,9,0,1,2,4,0,2,0,0,0,0,1,0,5,0,1,0,5,2,0,0,5,1,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,1,0,0,0,3,0,12,0,0,0,1,7,0,2,0,5,0,0,1,1,0,6,0,0,0,2,5,0,0,4,0,7,0,0,0,6,0,0,3,2,0,2,0,0,3,0,3,0,1,1,1,0,0,1,0,4,0,4,2,0,1,0,0,0,1,0,0,0,5,0,4,2,1,10,0,3,1,0,5,0,8,0,2,4,2,0,0,0,2,0,0,0,0,1,0,0,0,0,5,2,0,0,0
6,0.2.2.1.2.10.1,Corynebacterium,0,266,7,0,0,2,1,0,1,0,6,3,3,0,0,22,0,3,0,5,2,6,2,3,1,0,3,1,0,0,1,3,0,9,0,1,2,4,0,2,0,0,0,0,1,0,5,0,1,0,5,2,0,0,5,1,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,1,0,0,0,3,0,12,0,0,0,1,7,0,2,0,5,0,0,1,1,0,6,0,0,0,2,5,0,0,4,0,7,0,0,0,6,0,0,3,2,0,2,0,0,3,0,3,0,1,1,1,0,0,1,0,4,0,4,2,0,1,0,0,0,1,0,0,0,2,0,4,2,1,10,0,3,1,0,5,0,8,0,2,4,2,0,0,0,2,0,0,0,0,1,0,0,0,0,5,2,0,0,0
6,0.2.2.1.2.10.3,unclassified,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2.2.1.2.14,Dermabacteraceae,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2.2.1.2.14.1,Brachybacterium,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
