OTU,Taxonomy
Otu001059,Firmicutes
Otu001060,Firmicutes
Otu001061,Firmicutes
Otu001062,Firmicutes
Otu001063,Firmicutes
Otu001064,Firmicutes
Otu001065,unclassified
Otu001066,unclassified
Otu001067,Firmicutes
Otu001068,Firmicutes
Otu001069,Firmicutes
Otu001070,Firmicutes
Otu001071,Firmicutes
Otu001072,Firmicutes
Otu001073,Firmicutes
Otu001074,Firmicutes
Otu001075,Firmicutes
Otu001076,Firmicutes
Otu001077,Firmicutes
Otu001078,Firmicutes
Otu001079,Firmicutes
Otu001080,Firmicutes
Otu001081,Firmicutes
Otu001082,Firmicutes
Otu001083,Firmicutes
Otu001084,Firmicutes
Otu001085,Firmicutes
Otu001086,Firmicutes
Otu001087,Bacteroidetes
Otu001088,Bacteroidetes
Otu001089,Bacteroidetes
Otu001090,Bacteroidetes
Otu001091,Bacteroidetes
Otu001092,Bacteroidetes
Otu001093,Bacteroidetes
Otu001094,Firmicutes
Otu001095,Firmicutes
Otu001096,Firmicutes
Otu001097,Firmicutes
Otu001098,Firmicutes
Otu001099,Firmicutes
Otu001100,Firmicutes
Otu001101,Firmicutes
Otu001102,Firmicutes
Otu001103,Firmicutes
Otu001104,Firmicutes
Otu001105,Firmicutes
Otu001106,Firmicutes
Otu001107,Firmicutes
Otu001108,Firmicutes
Otu001109,Firmicutes
Otu001110,Bacteroidetes
Otu001111,Firmicutes
Otu001112,Firmicutes
Otu001113,Firmicutes
Otu001114,Firmicutes
Otu001115,Firmicutes
Otu001116,Firmicutes
Otu001117,Firmicutes
Otu001118,Firmicutes
Otu001119,Firmicutes
Otu001120,Firmicutes
Otu001121,Firmicutes
Otu001122,Bacteroidetes
Otu001123,unclassified
Otu001124,unclassified
Otu001125,Bacteroidetes
Otu001126,unclassified
Otu001127,Firmicutes
Otu001128,Firmicutes
Otu001129,Firmicutes
Otu001130,Firmicutes
Otu001131,Firmicutes
Otu001132,Firmicutes
Otu001133,Firmicutes
Otu001134,Firmicutes
Otu001135,Firmicutes
Otu001136,Firmicutes
Otu001137,Firmicutes
Otu001138,Firmicutes
Otu001139,Firmicutes
Otu001140,Firmicutes
Otu001141,Firmicutes
Otu001142,Firmicutes
Otu001143,Firmicutes
Otu001144,Firmicutes
Otu001145,unclassified
Otu001146,Firmicutes
Otu001147,Firmicutes
Otu001148,unclassified
Otu001149,Actinobacteria
Otu001150,Firmicutes
Otu001151,Bacteroidetes
Otu001152,Firmicutes
Otu001153,Bacteroidetes
Otu001154,Bacteroidetes
Otu001155,Bacteroidetes
Otu001156,Firmicutes
Otu001157,Firmicutes
Otu001158,Firmicutes
Otu001159,Firmicutes
Otu001160,Firmicutes
Otu001161,Firmicutes
Otu001162,unclassified
Otu001163,unclassified
Otu001164,unclassified
Otu001165,Firmicutes
Otu001166,Firmicutes
Otu001167,Firmicutes
Otu001168,Firmicutes
Otu001169,Firmicutes
Otu001170,Firmicutes
Otu001171,Firmicutes
Otu001172,Firmicutes
Otu001173,Firmicutes
Otu001174,Firmicutes
Otu001175,Firmicutes
Otu001176,Firmicutes
Otu001177,Firmicutes
Otu001178,Firmicutes
Otu001179,Firmicutes
Otu001180,Firmicutes
Otu001181,Firmicutes
Otu001182,Firmicutes
Otu001183,Firmicutes
Otu001184,Firmicutes
Otu001185,Firmicutes
Otu001186,Firmicutes
Otu001187,Firmicutes
Otu001188,Firmicutes
Otu001189,Firmicutes
Otu001190,Firmicutes
Otu001191,Firmicutes
Otu001192,Firmicutes
Otu001193,Firmicutes
Otu001194,Firmicutes
Otu001195,Firmicutes
Otu001196,Firmicutes
Otu001197,Firmicutes
Otu001198,Firmicutes
Otu001199,Firmicutes
Otu001200,Firmicutes
Otu001201,Firmicutes
Otu001202,Firmicutes
Otu001203,Firmicutes
Otu001204,Firmicutes
Otu001205,Firmicutes
Otu001206,Firmicutes
Otu001207,Firmicutes
Otu001208,Firmicutes
Otu001209,Firmicutes
Otu001210,Proteobacteria
Otu001211,Firmicutes
Otu001212,Firmicutes
Otu001213,Firmicutes
Otu001214,Firmicutes
Otu001215,Actinobacteria
Otu001216,Bacteroidetes
Otu001217,Bacteroidetes
Otu001218,Firmicutes
Otu001219,Bacteroidetes
Otu001220,Firmicutes
Otu001221,Firmicutes
Otu001222,Firmicutes
Otu001223,Firmicutes
Otu001224,Firmicutes
Otu001225,Firmicutes
Otu001226,Firmicutes
Otu001227,Firmicutes
Otu001228,Firmicutes
Otu001229,Firmicutes
Otu001230,Firmicutes
Otu001231,Firmicutes
Otu001232,Firmicutes
Otu001233,Firmicutes
Otu001234,Firmicutes
Otu001235,Firmicutes
Otu001236,Firmicutes
Otu001237,Firmicutes
Otu001238,Firmicutes
Otu001239,Firmicutes
Otu001240,Firmicutes
Otu001241,Firmicutes
Otu001242,Firmicutes
Otu001243,Proteobacteria
Otu001244,Proteobacteria
Otu001245,Proteobacteria
Otu001246,Bacteroidetes
Otu001247,Firmicutes
Otu001248,Firmicutes
Otu001249,Firmicutes
Otu001250,Bacteroidetes
Otu001251,unclassified
Otu001252,Firmicutes
Otu001253,Firmicutes
Otu001254,Firmicutes
Otu001255,Firmicutes
Otu001256,Firmicutes
Otu001257,Firmicutes
Otu001258,Firmicutes
Otu001259,Firmicutes
Otu001260,Firmicutes
Otu001261,Firmicutes
Otu001262,Firmicutes
Otu001263,Firmicutes
Otu001264,Firmicutes
Otu001265,Firmicutes
Otu001266,Firmicutes
Otu001267,Firmicutes
Otu001268,Firmicutes
Otu001269,Firmicutes
Otu001270,Firmicutes
Otu001271,Firmicutes
Otu001272,Firmicutes
Otu001273,Firmicutes
Otu001274,Firmicutes
Otu001275,Firmicutes
Otu001276,Bacteroidetes
Otu001277,Bacteroidetes
Otu001278,Bacteroidetes
Otu001279,Firmicutes
Otu001280,Proteobacteria
Otu001281,Firmicutes
Otu001282,Firmicutes
Otu001283,Firmicutes
Otu001284,Firmicutes
Otu001285,Firmicutes
Otu001286,Firmicutes
Otu001287,Firmicutes
Otu001288,Firmicutes
Otu001289,Bacteroidetes
Otu001290,Bacteroidetes
Otu001291,Bacteroidetes
Otu001292,Bacteroidetes
Otu001293,Firmicutes
Otu001294,Firmicutes
Otu001295,Firmicutes
Otu001296,Firmicutes
Otu001297,Firmicutes
Otu001298,Firmicutes
Otu001299,Firmicutes
Otu001300,Firmicutes
Otu001301,unclassified
Otu001302,Bacteroidetes
Otu001303,Bacteroidetes
Otu001304,Bacteroidetes
Otu001305,unclassified
Otu001306,Firmicutes
Otu001307,Firmicutes
Otu001308,Firmicutes
Otu001309,Firmicutes
Otu001310,Firmicutes
Otu001311,Firmicutes
Otu001312,Bacteroidetes
Otu001313,Firmicutes
Otu001314,Firmicutes
Otu001315,Firmicutes
Otu001316,Firmicutes
Otu001317,Firmicutes
Otu001318,Firmicutes
Otu001319,Firmicutes
Otu001320,Firmicutes
Otu001321,Firmicutes
Otu001322,Firmicutes
Otu001323,Firmicutes
Otu001324,Firmicutes
Otu001325,Firmicutes
Otu001326,Firmicutes
Otu001327,Firmicutes
Otu001328,Firmicutes
Otu001329,Firmicutes
Otu001330,Firmicutes
Otu001331,Firmicutes
Otu001332,Firmicutes
Otu001333,Firmicutes
Otu001334,Firmicutes
Otu001335,Firmicutes
Otu001336,Firmicutes
Otu001337,Firmicutes
Otu001338,Firmicutes
Otu001339,Firmicutes
Otu001340,Firmicutes
Otu001341,Firmicutes
Otu001342,Firmicutes
Otu001343,Firmicutes
Otu001344,Firmicutes
Otu001345,Firmicutes
Otu001346,Firmicutes
Otu001347,Firmicutes
Otu001348,Firmicutes
Otu001349,Firmicutes
Otu001350,Firmicutes
Otu001351,unclassified
Otu001352,Bacteroidetes
Otu001353,Bacteroidetes
Otu001354,Bacteroidetes
Otu001355,Bacteroidetes
Otu001356,Bacteroidetes
Otu001357,Bacteroidetes
Otu001358,Firmicutes
Otu001359,Firmicutes
Otu001360,Firmicutes
Otu001361,Firmicutes
Otu001362,Firmicutes
Otu001363,Firmicutes
Otu001364,Firmicutes
Otu001365,Firmicutes
Otu001366,Firmicutes
Otu001367,Firmicutes
Otu001368,Firmicutes
Otu001369,Firmicutes
Otu001370,Firmicutes
Otu001371,Firmicutes
Otu001372,Firmicutes
Otu001373,Firmicutes
Otu001374,Synergistetes
Otu001375,Firmicutes
Otu001376,Firmicutes
Otu001377,Firmicutes
Otu001378,Firmicutes
Otu001379,Firmicutes
Otu001380,Firmicutes
Otu001381,Firmicutes
Otu001382,Firmicutes
Otu001383,Firmicutes
Otu001384,Firmicutes
Otu001385,Firmicutes
Otu001386,Firmicutes
Otu001387,Firmicutes
Otu001388,Firmicutes
Otu001389,Firmicutes
Otu001390,Firmicutes
Otu001391,Firmicutes
Otu001392,Firmicutes
Otu001393,Firmicutes
Otu001394,Firmicutes
Otu001395,unclassified
Otu001396,unclassified
Otu001397,Firmicutes
Otu001398,Firmicutes
Otu001399,Firmicutes
Otu001400,Bacteroidetes
Otu001401,Bacteroidetes
Otu001402,Bacteroidetes
Otu001403,Bacteroidetes
Otu001404,Bacteroidetes
Otu001405,Firmicutes
Otu001406,Firmicutes
Otu001407,Firmicutes
Otu001408,Firmicutes
Otu001409,Firmicutes
Otu001410,Firmicutes
Otu001411,Firmicutes
Otu001412,Firmicutes
Otu001413,Firmicutes
Otu001414,Firmicutes
Otu001415,Bacteroidetes
Otu001416,Firmicutes
Otu001417,Firmicutes
Otu001418,Firmicutes
Otu001419,Firmicutes
Otu001420,Firmicutes
Otu001421,Bacteroidetes
Otu001422,Firmicutes
Otu001423,Bacteroidetes
Otu001424,Bacteroidetes
Otu001425,Bacteroidetes
Otu001426,Bacteroidetes
Otu001427,Bacteroidetes
Otu001428,Bacteroidetes
Otu001429,Bacteroidetes
Otu001430,Bacteroidetes
Otu001431,Bacteroidetes
Otu001432,unclassified
Otu001433,Proteobacteria
Otu001434,Proteobacteria
Otu001435,Proteobacteria
Otu001436,Proteobacteria
Otu001437,Firmicutes
Otu001438,Firmicutes
Otu001439,Firmicutes
Otu001440,Firmicutes
Otu001441,Firmicutes
Otu001442,Firmicutes
Otu001443,Firmicutes
Otu001444,Firmicutes
Otu001445,Firmicutes
Otu001446,Firmicutes
Otu001447,Firmicutes
Otu001448,Firmicutes
Otu001449,Firmicutes
Otu001450,Firmicutes
Otu001451,Firmicutes
Otu001452,Firmicutes
Otu001453,Firmicutes
Otu001454,Firmicutes
Otu001455,Firmicutes
Otu001456,Firmicutes
Otu001457,Firmicutes
Otu001458,Firmicutes
Otu001459,Bacteroidetes
Otu001460,Bacteroidetes
Otu001461,Firmicutes
Otu001462,Firmicutes
Otu001463,Firmicutes
Otu001464,Firmicutes
Otu001465,Firmicutes
Otu001466,Firmicutes
Otu001467,Firmicutes
Otu001468,Firmicutes
Otu001469,unclassified
Otu001470,unclassified
Otu001471,unclassified
Otu001472,Firmicutes
Otu001473,Firmicutes
Otu001474,Firmicutes
Otu001475,Firmicutes
Otu001476,Firmicutes
Otu001477,Firmicutes
Otu001478,Firmicutes
Otu001479,Firmicutes
Otu001480,Firmicutes
Otu001481,Firmicutes
Otu001482,Firmicutes
Otu001483,Firmicutes
Otu001484,Firmicutes
Otu001485,Firmicutes
Otu001486,Firmicutes
Otu001487,Firmicutes
Otu001488,Firmicutes
Otu001489,Firmicutes
Otu001490,Firmicutes
Otu001491,Firmicutes
Otu001492,Firmicutes
Otu001493,Firmicutes
Otu001494,Firmicutes
Otu001495,Firmicutes
Otu001496,Firmicutes
Otu001497,Proteobacteria
Otu001498,Firmicutes
Otu001499,Actinobacteria
Otu001500,unclassified
Otu001501,unclassified
Otu001502,Firmicutes
Otu001503,Firmicutes
Otu001504,Firmicutes
Otu001505,Firmicutes
Otu001506,Firmicutes
Otu001507,Firmicutes
Otu001508,Firmicutes
Otu001509,Firmicutes
Otu001510,Firmicutes
Otu001511,Firmicutes
Otu001512,Firmicutes
Otu001513,Firmicutes
Otu001514,Firmicutes
Otu001515,Firmicutes
Otu001516,Firmicutes
Otu001517,Firmicutes
Otu001518,Firmicutes
Otu001519,Firmicutes
Otu001520,Firmicutes
Otu001521,Firmicutes
Otu001522,Bacteroidetes
Otu001523,Bacteroidetes
Otu001524,Bacteroidetes
Otu001525,Bacteroidetes
Otu001526,Firmicutes
Otu001527,Firmicutes
Otu001528,Firmicutes
Otu001529,Firmicutes
Otu001530,Firmicutes
Otu001531,Firmicutes
Otu001532,Firmicutes
Otu001533,Firmicutes
Otu001534,Firmicutes
Otu001535,Firmicutes
Otu001536,Firmicutes
Otu001537,Firmicutes
Otu001538,Firmicutes
Otu001539,Firmicutes
Otu001540,Firmicutes
Otu001541,Firmicutes
Otu001542,Firmicutes
Otu001543,Firmicutes
Otu001544,Firmicutes
Otu001545,Firmicutes
Otu001546,Firmicutes
Otu001547,Firmicutes
Otu001548,Firmicutes
Otu001549,Firmicutes
Otu001550,Firmicutes
Otu001551,Firmicutes
Otu001552,Firmicutes
Otu001553,Firmicutes
Otu001554,Firmicutes
Otu001555,Firmicutes
Otu001556,Firmicutes
Otu001557,Firmicutes
Otu001558,Firmicutes
Otu001559,Firmicutes
Otu001560,Firmicutes
Otu001561,Firmicutes
Otu001562,unclassified
Otu001563,unclassified
Otu001564,unclassified
Otu001565,Bacteroidetes
Otu001566,Bacteroidetes
Otu001567,Bacteroidetes
Otu001568,Bacteroidetes
Otu001569,Synergistetes
Otu001570,Proteobacteria
Otu001571,Bacteroidetes
Otu001572,Actinobacteria
Otu001573,Firmicutes
Otu001574,Actinobacteria
Otu001575,Actinobacteria
Otu001576,Firmicutes
Otu001577,Firmicutes
Otu001578,Firmicutes
Otu001579,Firmicutes
Otu001580,Firmicutes
Otu001581,Firmicutes
Otu001582,Firmicutes
Otu001583,Firmicutes
Otu001584,Firmicutes
Otu001585,Firmicutes
Otu001586,Firmicutes
Otu001587,Firmicutes
Otu001588,Firmicutes
Otu001589,Firmicutes
Otu001590,Firmicutes
Otu001591,Firmicutes
Otu001592,Firmicutes
Otu001593,Firmicutes
Otu001594,Firmicutes
Otu001595,Firmicutes
Otu001596,Firmicutes
Otu001597,Firmicutes
Otu001598,Firmicutes
Otu001599,Firmicutes
Otu001600,Firmicutes
Otu001601,Firmicutes
Otu001602,Firmicutes
Otu001603,Firmicutes
Otu001604,Firmicutes
Otu001605,Firmicutes
Otu001606,Actinobacteria
Otu001607,Firmicutes
Otu001608,Actinobacteria
Otu001609,Firmicutes
Otu001610,Firmicutes
Otu001611,Firmicutes
Otu001612,Firmicutes
Otu001613,Firmicutes
Otu001614,Bacteroidetes
Otu001615,Bacteroidetes
Otu001616,Firmicutes
Otu001617,Firmicutes
Otu001618,Firmicutes
Otu001619,Firmicutes
Otu001620,Firmicutes
Otu001621,Firmicutes
Otu001622,Firmicutes
Otu001623,Firmicutes
Otu001624,Firmicutes
Otu001625,Firmicutes
Otu001626,Firmicutes
Otu001627,Firmicutes
Otu001628,Firmicutes
Otu001629,Firmicutes
Otu001630,Firmicutes
Otu001631,Firmicutes
Otu001632,Firmicutes
Otu001633,Firmicutes
Otu001634,Firmicutes
Otu001635,Firmicutes
Otu001636,Firmicutes
Otu001637,Firmicutes
Otu001638,Firmicutes
Otu001639,Firmicutes
Otu001640,Firmicutes
Otu001641,Firmicutes
Otu001642,Bacteroidetes
Otu001643,Firmicutes
Otu001644,Firmicutes
Otu001645,unclassified
Otu001646,unclassified
Otu001647,unclassified
Otu001648,unclassified
Otu001649,Bacteroidetes
Otu001650,Bacteroidetes
Otu001651,Bacteroidetes
Otu001652,Bacteroidetes
Otu001653,Bacteroidetes
Otu001654,Actinobacteria
Otu001655,Firmicutes
Otu001656,Firmicutes
Otu001657,Bacteroidetes
Otu001658,Firmicutes
Otu001659,Firmicutes
Otu001660,Firmicutes
Otu001661,Firmicutes
Otu001662,Firmicutes
Otu001663,Firmicutes
Otu001664,Firmicutes
Otu001665,Firmicutes
Otu001666,Firmicutes
Otu001667,Firmicutes
Otu001668,Firmicutes
Otu001669,Firmicutes
Otu001670,Firmicutes
Otu001671,Firmicutes
Otu001672,Firmicutes
Otu001673,Firmicutes
Otu001674,Firmicutes
Otu001675,Firmicutes
Otu001676,Firmicutes
Otu001677,Firmicutes
Otu001678,Firmicutes
Otu001679,Firmicutes
Otu001680,Firmicutes
Otu001681,Firmicutes
Otu001682,Firmicutes
Otu001683,Firmicutes
Otu001684,Firmicutes
Otu001685,Firmicutes
Otu001686,Firmicutes
Otu001687,Firmicutes
Otu001688,Firmicutes
Otu001689,Firmicutes
Otu001690,Firmicutes
Otu001691,Firmicutes
Otu001692,Firmicutes
Otu001693,Firmicutes
Otu001694,Firmicutes
Otu001695,unclassified
Otu001696,Bacteroidetes
Otu001697,Bacteroidetes
Otu001698,Bacteroidetes
Otu001699,Bacteroidetes
Otu001700,Bacteroidetes
Otu001701,Bacteroidetes
Otu001702,Bacteroidetes
Otu001703,Firmicutes
Otu001704,Bacteroidetes
Otu001705,Proteobacteria
Otu001706,Firmicutes
Otu001707,Firmicutes
Otu001708,Firmicutes
Otu001709,Firmicutes
Otu001710,Firmicutes
Otu001711,Firmicutes
Otu001712,Firmicutes
Otu001713,Firmicutes
Otu001714,Firmicutes
Otu001715,Firmicutes
Otu001716,Firmicutes
Otu001717,Firmicutes
Otu001718,Firmicutes
Otu001719,Firmicutes
Otu001720,Firmicutes
Otu001721,Firmicutes
Otu001722,Firmicutes
Otu001723,Firmicutes
Otu001724,Firmicutes
Otu001725,Firmicutes
Otu001726,Firmicutes
Otu001727,Firmicutes
Otu001728,Firmicutes
Otu001729,Firmicutes
Otu001730,Firmicutes
Otu001731,Firmicutes
Otu001732,Firmicutes
Otu001733,Firmicutes
Otu001734,Firmicutes
Otu001735,Firmicutes
Otu001736,Firmicutes
Otu001737,Firmicutes
Otu001738,Firmicutes
Otu001739,Firmicutes
Otu001740,Firmicutes
Otu001741,Firmicutes
Otu001742,Firmicutes
Otu001743,Firmicutes
Otu001744,Firmicutes
Otu001745,Firmicutes
Otu001746,Firmicutes
Otu001747,Firmicutes
Otu001748,Firmicutes
Otu001749,Firmicutes
Otu001750,Firmicutes
Otu001751,Firmicutes
Otu001752,Firmicutes
Otu001753,Firmicutes
Otu001754,Bacteroidetes
Otu001755,Firmicutes
Otu001756,Firmicutes
Otu001757,Firmicutes
Otu001758,Firmicutes
Otu001759,Proteobacteria
Otu001760,Firmicutes
Otu001761,Firmicutes
Otu001762,unclassified
Otu001763,unclassified
Otu001764,unclassified
Otu001765,Firmicutes
Otu001766,Firmicutes
Otu001767,Firmicutes
Otu001768,Firmicutes
Otu001769,Firmicutes
Otu001770,Firmicutes
Otu001771,Firmicutes
Otu001772,Firmicutes
Otu001773,Bacteroidetes
Otu001774,Bacteroidetes
Otu001775,Bacteroidetes
Otu001776,Proteobacteria
Otu001777,Firmicutes
Otu001778,Bacteroidetes
Otu001779,Firmicutes
Otu001780,Firmicutes
Otu001781,Firmicutes
Otu001782,Firmicutes
Otu001783,Firmicutes
Otu001784,Firmicutes
Otu001785,Firmicutes
Otu001786,Firmicutes
Otu001787,Firmicutes
Otu001788,Firmicutes
Otu001789,Firmicutes
Otu001790,Firmicutes
Otu001791,Firmicutes
Otu001792,Firmicutes
Otu001793,Bacteroidetes
Otu001794,Bacteroidetes
Otu001795,Bacteroidetes
Otu001796,Firmicutes
Otu001797,Firmicutes
Otu001798,Firmicutes
Otu001799,Firmicutes
Otu001800,Firmicutes
Otu001801,Firmicutes
Otu001802,Firmicutes
Otu001803,Firmicutes
Otu001804,Firmicutes
Otu001805,Firmicutes
Otu001806,Firmicutes
Otu001807,Firmicutes
Otu001808,Firmicutes
Otu001809,Firmicutes
Otu001810,Firmicutes
Otu001811,Firmicutes
Otu001812,Firmicutes
Otu001813,Firmicutes
Otu001814,Firmicutes
Otu001815,Firmicutes
Otu001816,Firmicutes
Otu001817,Firmicutes
Otu001818,Firmicutes
Otu001819,Firmicutes
Otu001820,Firmicutes
Otu001821,Firmicutes
Otu001822,Firmicutes
Otu001823,Firmicutes
Otu001824,Firmicutes
Otu001825,Firmicutes
Otu001826,Firmicutes
Otu001827,Firmicutes
Otu001828,Firmicutes
Otu001829,Firmicutes
Otu001830,Firmicutes
Otu001831,Proteobacteria
Otu001832,unclassified
Otu001833,unclassified
Otu001834,unclassified
Otu001835,Bacteroidetes
Otu001836,Firmicutes
Otu001837,Firmicutes
Otu001838,Firmicutes
Otu001839,Firmicutes
Otu001840,Firmicutes
Otu001841,Firmicutes
Otu001842,Firmicutes
Otu001843,Firmicutes
Otu001844,Firmicutes
Otu001845,Firmicutes
Otu001846,Fusobacteria
Otu001847,unclassified
Otu001848,unclassified
Otu001849,unclassified
Otu001850,Firmicutes
Otu001851,Firmicutes
Otu001852,Firmicutes
Otu001853,Firmicutes
Otu001854,Firmicutes
Otu001855,Firmicutes
Otu001856,Firmicutes
Otu001857,Firmicutes
Otu001858,Firmicutes
Otu001859,Firmicutes
Otu001860,Firmicutes
Otu001861,Firmicutes
Otu001862,Firmicutes
Otu001863,Firmicutes
Otu001864,Firmicutes
Otu001865,Firmicutes
Otu001866,Firmicutes
Otu001867,Firmicutes
Otu001868,Firmicutes
Otu001869,Firmicutes
Otu001870,Firmicutes
Otu001871,Firmicutes
Otu001872,Firmicutes
Otu001873,Firmicutes
Otu001874,Bacteroidetes
Otu001875,Firmicutes
Otu001876,Firmicutes
Otu001877,Firmicutes
Otu001878,Firmicutes
Otu001879,Firmicutes
Otu001880,Firmicutes
Otu001881,Firmicutes
Otu001882,Firmicutes
Otu001883,Firmicutes
Otu001884,Firmicutes
Otu001885,Bacteroidetes
Otu001886,Bacteroidetes
Otu001887,Bacteroidetes
Otu001888,unclassified
Otu001889,Firmicutes
Otu001890,Bacteroidetes
Otu001891,Firmicutes
Otu001892,Firmicutes
Otu001893,Firmicutes
Otu001894,Firmicutes
Otu001895,Firmicutes
Otu001896,Firmicutes
Otu001897,Firmicutes
Otu001898,Firmicutes
Otu001899,Firmicutes
Otu001900,Firmicutes
Otu001901,Firmicutes
Otu001902,unclassified
Otu001903,Firmicutes
Otu001904,Firmicutes
Otu001905,Firmicutes
Otu001906,Firmicutes
Otu001907,Firmicutes
Otu001908,Firmicutes
Otu001909,Firmicutes
Otu001910,Firmicutes
Otu001911,Firmicutes
Otu001912,Firmicutes
Otu001913,Firmicutes
Otu001914,Firmicutes
Otu001915,Firmicutes
Otu001916,Firmicutes
Otu001917,Firmicutes
Otu001918,Bacteroidetes
Otu001919,Bacteroidetes
Otu001920,Bacteroidetes
Otu001921,Bacteroidetes
Otu001922,Bacteroidetes
Otu001923,Bacteroidetes
Otu001924,unclassified
Otu001925,Firmicutes
Otu001926,unclassified
Otu001927,unclassified
Otu001928,unclassified
Otu001929,unclassified
Otu001930,unclassified
Otu001931,Firmicutes
Otu001932,Firmicutes
Otu001933,Firmicutes
Otu001934,Firmicutes
Otu001935,Firmicutes
Otu001936,Firmicutes
Otu001937,Firmicutes
Otu001938,Firmicutes
Otu001939,Firmicutes
Otu001940,Firmicutes
Otu001941,Firmicutes
Otu001942,Firmicutes
Otu001943,Firmicutes
Otu001944,Firmicutes
Otu001945,Firmicutes
Otu001946,Firmicutes
Otu001947,Firmicutes
Otu001948,Firmicutes
Otu001949,Firmicutes
Otu001950,Firmicutes
Otu001951,Firmicutes
Otu001952,Firmicutes
Otu001953,Firmicutes
Otu001954,Firmicutes
Otu001955,Firmicutes
Otu001956,Firmicutes
Otu001957,Firmicutes
Otu001958,Firmicutes
Otu001959,Firmicutes
Otu001960,Firmicutes
Otu001961,Firmicutes
Otu001962,Firmicutes
Otu001963,Firmicutes
Otu001964,Firmicutes
Otu001965,Actinobacteria
Otu001966,Proteobacteria
Otu001967,Bacteroidetes
Otu001968,Firmicutes
Otu001969,Firmicutes
Otu001970,Firmicutes
Otu001971,Firmicutes
Otu001972,Firmicutes
Otu001973,Firmicutes
Otu001974,Firmicutes
Otu001975,Firmicutes
Otu001976,Firmicutes
Otu001977,Firmicutes
Otu001978,Firmicutes
Otu001979,Firmicutes
Otu001980,Firmicutes
Otu001981,Firmicutes
Otu001982,Firmicutes
Otu001983,Firmicutes
Otu001984,Firmicutes
Otu001985,Firmicutes
Otu001986,Firmicutes
Otu001987,Firmicutes
Otu001988,Firmicutes
Otu001989,Firmicutes
Otu001990,Firmicutes
Otu001991,Firmicutes
Otu001992,Firmicutes
